0.0728918 0 0 0.279074 0.178676 0.156649 0.244252 0.170416 0.150329 0.258522 0.177926 0.154645 0.247689 0.164973 0.140186 0.245302 0.162167 0.140385 0.247741 0.158227 0.132781 0.247571 0.158109 0.132631 0.232799 0.190279 0.147236 0.241667 0.192019 0.149259 0.252304 0.19613 0.168534 0.27745 0.204501 0.179213 0.210121 0.1779 0.14854 0.236092 0.178417 0.154964 0.220207 0.192151 0.165609 0.202048 0.15625 0.134934 0.242739 0.228876 0.19419 0.245869 0.226617 0.192095 0.23236 0.214953 0.185401 0.256542 0.250964 0.217908 0.232332 0.168986 0.149149 0.227618 0.154855 0.134195 0.226619 0.155761 0.133389 0.223686 0.174409 0.143197 0.234618 0.19838 0.148827 0.220866 0.185043 0.142905 0.219707 0.186169 0.140712 0.213572 0.178756 0.135169 0.221989 0.250756 0.193613 0.208613 0.241867 0.183502 0.192685 0.239215 0.168703 0.211924 0.245906 0.167846 0.21157 0.203518 0.156147 0.217781 0.184826 0.151434 0.198971 0.195764 0.134399 0.180885 0.199024 0.141074 0.197954 0.194028 0.150674 0.196242 0.197342 0.137396 0.208602 0.207754 0.148408 0.186762 0.199064 0.139963 0.235188 0.257118 0.208565 0.247845 0.253919 0.205361 0.239215 0.260908 0.195758 0.206402 0.222878 0.164437 0.166614 0.204755 0.142379 0.193382 0.22322 0.170422 0.186237 0.209434 0.155031 0.182726 0.225311 0.158299 0.16625 0.230459 0.143613 0.17216 0.234084 0.145797 0.180929 0.247931 0.156589 0.187628 0.237563 0.15556 0.196316 0.237367 0.166551 0.210152 0.247934 0.175771 0.186617 0.237577 0.157483 0.145093 0.210529 0.113512 0.176417 0.222066 0.133742 0.164911 0.233075 0.121672 0.172053 0.260149 0.136176 0.173132 0.243518 0.135298 0.150155 0.218317 0.132077 0.157195 0.246425 0.145005 0.134061 0.245305 0.121913 0.118535 0.221802 0.103066 
0.165124 0 0 0.078355 0 0 0.20627 0.121566 0.097357 0.194879 0.122397 0.093026 0.205634 0.172388 0.124504 0.230624 0.188464 0.146598 0.210617 0.161467 0.122426 0.237408 0.178074 0.142364 0.18876 0.153456 0.104799 0.200024 0.167261 0.119947 0.198162 0.146359 0.112134 0.198185 0.149271 0.113436 0.225747 0.171481 0.131548 0.248211 0.187662 0.143754 0.252119 0.190067 0.149778 0.237609 0.172934 0.133055 0.207458 0.183319 0.13856 0.198941 0.17813 0.123826 0.19338 0.167966 0.120221 0.197163 0.167672 0.122688 0.233246 0.217255 0.14106 0.217919 0.209471 0.142964 0.207331 0.210152 0.140141 0.210146 0.231566 0.156403 0.189904 0.173787 0.10989 0.214409 0.188928 0.124923 0.218239 0.192617 0.142923 0.196288 0.204619 0.125416 0.230794 0.226054 0.176077 0.209013 0.201526 0.154844 0.184838 0.186283 0.13471 0.191763 0.214964 0.143462 0.219714 0.201066 0.145119 0.235502 0.202273 0.152312 0.233437 0.214876 0.156467 0.20178 0.189593 0.131116 0.202965 0.17194 0.128615 0.195164 0.191999 0.135039 0.223779 0.200399 0.148006 0.212434 0.184185 0.118935 0.178313 0.20153 0.134607 0.181771 0.206134 0.143838 0.16477 0.171325 0.117822 0.1515 0.168059 0.114837 0.190682 0.248648 0.173835 0.165759 0.209273 0.149504 0.18588 0.228978 0.163025 0.196509 0.248821 0.179614 0.171389 0.225525 0.119931 0.191163 0.255336 0.159268 0.195561 0.258411 0.151708 0.180392 0.23527 0.145849 0.164456 0.235193 0.124242 0.153167 0.242323 0.127389 0.137272 0.234639 0.11249 0.129133 0.227455 0.106361 0.163482 0.229144 0.138793 0.166236 0.223229 0.139435 0.142647 0.206345 0.118703 0.159883 0.226724 0.138658 0.129047 0.210305 0.0915844 0.129505 0.211238 0.0984247 0.129539 0.231233 0.0996707 0 0.0973261 0 
0.171122 0 0 0.170029 0 0 0.0673513 0 0 0.264946 0.126502 0.110948 0.218804 0.133351 0.0983802 0.224967 0.118207 0.0954939 0.234627 0.143885 0.119789 0.215686 0.13467 0.103863 0.24081 0.155911 0.136561 0.215293 0.144984 0.125377 0.25486 0.166719 0.146578 0.265777 0.155386 0.146186 0.275147 0.173015 0.150832 0.229626 0.175261 0.135292 0.223698 0.181747 0.135197 0.242578 0.167281 0.128065 0.246944 0.207013 0.171913 0.260621 0.200455 0.162013 0.250798 0.203938 0.165724 0.234831 0.201704 0.164531 0.236034 0.155351 0.136906 0.209768 0.13586 0.110997 0.219143 0.170231 0.144773 0.231415 0.184643 0.158851 0.237362 0.18874 0.155318 0.210226 0.164301 0.123872 0.225629 0.173853 0.141731 0.242004 0.187806 0.158948 0.188794 0.167538 0.127862 0.192465 0.150088 0.116802 0.187247 0.163443 0.123189 0.212572 0.192082 0.154121 0.241269 0.220281 0.186562 0.217448 0.199362 0.163402 0.242448 0.219924 0.186765 0.242233 0.232114 0.198075 0.214953 0.213214 0.157131 0.24078 0.239212 0.179146 0.222511 0.23778 0.166791 0.188484 0.204366 0.129758 0.221469 0.235789 0.163434 0.234531 0.241878 0.183509 0.226557 0.221055 0.174674 0.193242 0.224165 0.150876 0.148434 0.179752 0.112027 0.113125 0.166732 0.0939708 0.137705 0.179821 0.114059 0.152484 0.205069 0.131906 0.150178 0.235995 0.114488 0.112553 0.22432 0.0932703 0.147431 0.257962 0.122705 0.15091 0.232457 0.132731 0.150811 0.214579 0.117808 0.174632 0.242065 0.150418 0.190277 0.260705 0.169057 0.168132 0.22586 0.143673 0.162396 0.215888 0.137109 0.160877 0.222155 0.138597 0.158272 0.221975 0.13478 0.160719 0.240264 0.136204 0.117828 0.229898 0.0983034 0.125068 0.236494 0.106395 0 0.0850858 0 0 0.171255 0 
0.190342 0 0 0.194586 0 0 0.172991 0 0 0.0715601 0 0 0.259585 0.103724 0.0878982 0.265576 0.108271 0.0960759 0.267321 0.122216 0.109512 0.240314 0.123248 0.0989646 0.215782 0.13533 0.105406 0.193717 0.142832 0.108783 0.204614 0.155968 0.125696 0.192696 0.145819 0.116173 0.217855 0.19531 0.150111 0.247689 0.205947 0.16492 0.24931 0.205124 0.167313 0.23086 0.216044 0.179175 0.222935 0.179683 0.14445 0.212949 0.170799 0.12899 0.227173 0.191669 0.136675 0.207596 0.15262 0.108574 0.218148 0.197292 0.150924 0.219618 0.228512 0.179946 0.224024 0.209687 0.159124 0.228664 0.223118 0.165603 0.219304 0.201622 0.166277 0.212883 0.194506 0.147143 0.222836 0.196652 0.154166 0.224413 0.186067 0.154358 0.204013 0.197283 0.157973 0.203212 0.206815 0.165374 0.188214 0.210666 0.148802 0.207941 0.22689 0.178864 0.208728 0.221332 0.149404 0.225195 0.22903 0.151944 0.210029 0.216403 0.150964 0.189384 0.22686 0.149476 0.226764 0.242803 0.190123 0.215085 0.230963 0.180122 0.234985 0.26035 0.210628 0.250217 0.265873 0.21988 0.240363 0.27122 0.197701 0.234732 0.260278 0.192983 0.240196 0.254292 0.186469 0.22528 0.238347 0.172757 0.181793 0.214277 0.151492 0.189381 0.22383 0.16195 0.187847 0.211512 0.156758 0.170512 0.246704 0.154204 0.214218 0.244258 0.163545 0.21789 0.234497 0.16325 0.203324 0.224154 0.153727 0.198159 0.217156 0.146119 0.193625 0.226259 0.152129 0.221846 0.255729 0.179751 0.20746 0.250764 0.17115 0.206155 0.253359 0.17163 0.168854 0.233429 0.135666 0.163739 0.262789 0.144716 0.166395 0.264995 0.141269 0.19768 0.277159 0.176672 0.0962636 0.243407 0.083655 0 0.074524 0 0 0.222533 0 0 0.209916 0 
0.225632 0 0 0.22731 0 0 0.24244 0 0 0.240208 0 0 0.0963486 0 0 0.292016 0.156565 0.140857 0.295708 0.154737 0.136635 0.284657 0.142025 0.127643 0.210865 0.122627 0.0978607 0.199747 0.121184 0.0949376 0.216813 0.131382 0.107614 0.21113 0.132667 0.105257 0.192729 0.108747 0.0865424 0.20789 0.153472 0.119054 0.207499 0.151088 0.113162 0.23698 0.156428 0.124177 0.237973 0.169487 0.143445 0.268979 0.224298 0.184485 0.255442 0.200059 0.168566 0.242323 0.196272 0.15267 0.231717 0.196863 0.160289 0.219642 0.201765 0.158748 0.215628 0.179471 0.145086 0.231504 0.19982 0.172858 0.280342 0.202756 0.173481 0.239021 0.183507 0.157128 0.241548 0.183555 0.157631 0.23031 0.176246 0.155242 0.213953 0.188488 0.156998 0.202086 0.187829 0.132912 0.226033 0.207094 0.147317 0.216888 0.225834 0.161017 0.198318 0.20876 0.1511 0.204394 0.207762 0.163039 0.198004 0.215616 0.146745 0.199497 0.218862 0.136768 0.186753 0.203062 0.147224 0.16559 0.22349 0.143862 0.15522 0.204957 0.126545 0.144876 0.210521 0.118577 0.173044 0.190989 0.128125 0.143726 0.168773 0.0997602 0.153591 0.185298 0.118977 0.148021 0.168566 0.112104 0.165455 0.217445 0.143156 0.189457 0.239097 0.15412 0.187897 0.222874 0.149891 0.146551 0.206612 0.120145 0.177098 0.229588 0.139352 0.164101 0.254136 0.128128 0.177897 0.244332 0.136125 0.132916 0.240261 0.104564 0.156316 0.259359 0.133288 0.157051 0.258949 0.13048 0.141792 0.237799 0.114245 0.139724 0.245004 0.113334 0.13262 0.190624 0.100556 0.134971 0.210297 0.109804 0.152034 0.231167 0.123717 0.11701 0.197998 0.0900854 0 0.0487528 0 0 0.211363 0 0 0.217424 0 0 0.213985 0 
0.194848 0 0 0.189721 0 0 0.183054 0 0 0.175037 0 0 0.197402 0 0 0.0856541 0 0 0.257631 0.138361 0.106722 0.271633 0.138667 0.116839 0.245029 0.129466 0.10594 0.241198 0.122157 0.0935144 0.243371 0.141045 0.111445 0.24701 0.139576 0.112303 0.217259 0.121024 0.104329 0.208899 0.111784 0.0936899 0.231832 0.12858 0.110732 0.236587 0.133682 0.117375 0.220103 0.152274 0.120255 0.224522 0.186378 0.142383 0.20942 0.171145 0.120037 0.202856 0.159674 0.125348 0.188718 0.130071 0.0844071 0.190838 0.142407 0.0933153 0.180142 0.142472 0.0914319 0.191216 0.168149 0.111216 0.197511 0.213124 0.136388 0.203373 0.197175 0.139153 0.201974 0.211026 0.15137 0.199884 0.211302 0.159125 0.206945 0.182435 0.137795 0.208817 0.204194 0.15047 0.203216 0.201268 0.153681 0.206039 0.191027 0.143661 0.229724 0.254535 0.196695 0.224019 0.246727 0.193447 0.2159 0.2332 0.184056 0.226148 0.242063 0.193866 0.167334 0.184645 0.125888 0.150628 0.177085 0.122114 0.162311 0.198306 0.127983 0.173756 0.207913 0.138188 0.168452 0.202445 0.134218 0.19786 0.231717 0.167052 0.193809 0.220036 0.157858 0.22193 0.241282 0.179431 0.193424 0.222679 0.1611 0.165215 0.207518 0.135084 0.165072 0.190831 0.127705 0.165155 0.199585 0.125477 0.143173 0.191637 0.104875 0.148964 0.216186 0.123239 0.13835 0.217071 0.111303 0.138381 0.233113 0.117943 0.162394 0.249735 0.138258 0.160205 0.227625 0.135335 0.140368 0.228624 0.122384 0.164149 0.244148 0.140994 0.157233 0.247808 0.133791 0.135645 0.221339 0.102378 0.127394 0.217529 0.103209 0 0.0858592 0 0 0.199739 0 0 0.201279 0 0 0.185426 0 0 0.209294 0 
0.197723 0 0 0.205198 0 0 0.225735 0 0 0.231887 0 0 0.182472 0 0 0.195724 0 0 0.0926902 0 0 0.252075 0.153668 0.123185 0.257232 0.148404 0.120706 0.261101 0.147689 0.125075 0.278052 0.154705 0.127104 0.234992 0.140615 0.114388 0.234147 0.173257 0.141585 0.208604 0.174969 0.128599 0.226734 0.190515 0.148866 0.234073 0.191327 0.15656 0.209262 0.169818 0.120145 0.212045 0.156355 0.111533 0.200602 0.141157 0.108978 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.191462 0.266232 0.172496 0.177165 0.250154 0.148296 0.164334 0.213803 0.138091 0.118882 0.179583 0.0917122 0.108669 0.167564 0.0851901 0.0926252 0.178205 0.0789359 0.153518 0.212163 0.105654 0.183127 0.209312 0.127471 0.143604 0.205398 0.0995118 0.17132 0.211957 0.128138 0.128943 0.219972 0.110893 0.133351 0.25876 0.114859 0 0.0856933 0 0 0.187373 0 0 0.171354 0 0 0.181147 0 0 0.196838 0 0 0.183177 0 
0.218111 0 0 0.183065 0 0 0.220859 0 0 0.198796 0 0 0.225244 0 0 0.20106 0 0 0.217579 0 0 0.122285 0 0 0.194869 0.142066 0.0958905 0.215367 0.142255 0.106602 0.189989 0.158537 0.103605 0.197729 0.140082 0.104761 0.246705 0.15703 0.129699 0.2516 0.154765 0.127684 0.215055 0.139097 0.110403 0.213419 0.13587 0.111656 0.231719 0.159025 0.135769 0.250344 0.186802 0.164693 0.25361 0.181289 0.157904 0.286664 0.199039 0.188591 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.176898 0.254525 0.147501 0.148508 0.198475 0.123953 0.160176 0.198781 0.127652 0.151932 0.253272 0.125158 0.122139 0.226278 0.101647 0.100895 0.214987 0.0819149 0.118251 0.247707 0.0954424 0.167943 0.26061 0.148281 0.152372 0.234603 0.133771 0.168767 0.248083 0.155263 0.138731 0.250026 0.131394 0.119278 0.273124 0.111134 0 0.0933064 0 0 0.216894 0 0 0.216773 0 0 0.243336 0 0 0.241391 0 0 0.251183 0 0 0.239191 0 
0.19391 0 0 0.177711 0 0 0.192684 0 0 0.175628 0 0 0.218281 0 0 0.206133 0 0 0.191115 0 0 0.209224 0 0 0.0568701 0 0 0.220174 0.142974 0.10967 0.227904 0.153082 0.12042 0.230536 0.167775 0.142007 0.212956 0.120675 0.106854 0.196471 0.12519 0.10582 0.196904 0.144897 0.120704 0.201915 0.148065 0.118436 0.19864 0.152684 0.117629 0.212084 0.169235 0.13879 0.171706 0.153221 0.103989 0.198614 0.14908 0.127084 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.185035 0.241155 0.147729 0.13828 0.217793 0.112768 0.177548 0.227011 0.141296 0.1606 0.234764 0.135912 0.168258 0.234634 0.138041 0.174891 0.215793 0.136216 0.174898 0.236885 0.150678 0.159994 0.250386 0.145129 0.160775 0.235541 0.134217 0.157837 0.245242 0.132444 0.127832 0.236514 0.108845 0 0.0843572 0 0 0.174938 0 0 0.190829 0 0 0.212995 0 0 0.197384 0 0 0.262782 0 0 0.201948 0 0 0.230894 0 
0.167479 0 0 0.213929 0 0 0.199705 0 0 0.217734 0 0 0.182152 0 0 0.186193 0 0 0.19523 0 0 0.196757 0 0 0.1997 0 0 0.10505 0 0 0.195173 0.141032 0.107283 0.216176 0.13831 0.110794 0.235448 0.139441 0.112878 0.261417 0.148435 0.122741 0.226917 0.136224 0.10782 0.23771 0.152214 0.13092 0.231612 0.162846 0.147762 0.204496 0.149447 0.129697 0.192267 0.157414 0.134085 0.216924 0.175743 0.157772 0.269424 0.196804 0.182743 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.173877 0.228012 0.144003 0.174652 0.234871 0.144759 0.161083 0.21639 0.123266 0.175865 0.234373 0.135701 0.198717 0.261303 0.169527 0.17348 0.2559 0.151908 0.164773 0.239513 0.137173 0.172542 0.263844 0.140482 0.154165 0.24127 0.128921 0.142608 0.257968 0.130274 0.156193 0.251006 0.139646 0 0.0730887 0 0 0.224961 0 0 0.215917 0 0 0.221143 0 0 0.218859 0 0 0.21407 0 0 0.199409 0 0 0.194218 0 0 0.203349 0 
