0.0858311 0 0 0.301241 0.277204 0.242102 0.360316 0.213411 0.199441 0.237998 0.166445 0.110387 0.107534 0.0823579 0.0738476 0.206323 0.127527 0.12362 0.277437 0.221127 0.182027 0.119603 0.114251 0.0752467 0.290482 0.184407 0.128025 0.15463 0.151777 0.12288 0.403691 0.278092 0.267104 0.308266 0.278061 0.278061 0.0829461 0.18716 0.0623825 0.0352024 0.222646 0.0263626 0.220455 0.216693 0.093825 0.145865 0.169124 0.0450421 0.241075 0.150884 0.134021 0.0853483 0.270349 0.0708453 0.308123 0.194458 0.170188 0.315893 0.265656 0.257145 0.142855 0.162899 0.128093 0.179635 0.239916 0.138872 0.070608 0.226354 0.070608 0.219927 0.273016 0.18125 0.147452 0.191203 0.109073 0.151915 0.192512 0.124019 0.295036 0.321684 0.260243 0.130992 0.206289 0.113041 0.128851 0.249329 0.128851 0 0.247394 0 0.10726 0.184877 0.050406 0.110255 0.120832 0.0774625 
0.304898 0 0 0 0 0 0.214403 0.0715978 0.0715978 0.228474 0.185673 0.176158 0.138297 0.121949 0.0768075 0.130371 0.069871 0.00732873 0.139398 0.0897739 0.0897739 0.202096 0.144523 0.137393 0.281219 0.172363 0.161031 0.509872 0.434749 0.425649 0.250233 0.232219 0.232219 0.359062 0.27539 0.270447 0.12783 0.219379 0.111662 0.195689 0.226699 0.179626 0.078716 0.133164 0.0061954 0.193286 0.267245 0.180282 0.315937 0.202924 0.132997 0.2315 0.0660079 0.0602791 0.101163 0.156841 0.0957008 0.0459808 0.141488 0.0413378 0.180271 0.182189 0.160961 0.168815 0.159021 0.0957356 0.239278 0.206466 0.199671 0.226313 0.298147 0.202368 0.142152 0.152634 0.0565716 0.247629 0.312256 0.239193 0.15656 0.242038 0.10157 0.121545 0.217373 0.116526 0.100959 0.30962 0.0931373 0.0900084 0.149348 0.0438476 0.184665 0.221268 0.177129 0 0.026251 0 
0.172344 0 0 0.146663 0 0 0.06993 0 0 0.287691 0.0902979 0.0865583 0.134278 0.075071 0.0277889 0.132236 0.181535 0.101136 0.272661 0.189934 0.188878 0.194439 0.191825 0.164092 0.0664693 0.0685487 0.010819 0.379207 0.191111 0.189343 0.280854 0.18434 0.179397 0.230895 0.131688 0.131688 0.124888 0.200392 0.122589 0.118323 0.0928792 0.0758605 0.145848 0.100166 0.0576215 0.247346 0.314595 0.167891 0.377033 0.288233 0.273993 0.275481 0.233756 0.198948 0.131305 0.149621 0.05914 0.135622 0.225211 0.115187 0.312345 0.263886 0.263886 0.240801 0.284199 0.196084 0.0404624 0.0397161 0.0153666 0.111881 0.157904 0.08831 0.333107 0.234143 0.198301 0.15228 0.244388 0.151247 0.218582 0.298474 0.212775 0.177945 0.413235 0.177945 0.148574 0.23999 0.147733 0.129362 0.166243 0.0664673 0 0.0162644 0 0 0.0807081 0 
0.115074 0 0 0.210153 0 0 0.323527 0 0 0.194156 0 0 0.322258 0.224128 0.175603 0.154502 0.184636 0.12795 0.209899 0.116444 0.106198 0.116149 0.135889 0.0818317 0.243279 0.313318 0.211438 0.366204 0.272063 0.234745 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.150914 0.247964 0.147027 0.272683 0.225429 0.156947 0.150814 0.30937 0.150814 0.0930379 0.205145 0.051002 0.136249 0.279614 0.0750914 0.0971021 0.190566 0.0971021 0 0.14464 0 0 0.189131 0 0 0.142262 0 
0.338484 0 0 0.22777 0 0 0.281463 0 0 0.248142 0 0 0.11715 0 0 0.32948 0.238571 0.238571 0.177857 0.179605 0.152639 0.275685 0.177015 0.177015 0.265436 0.180988 0.180988 0.348651 0.182161 0.182161 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2616 0.227798 0.22759 0.101042 0.281648 0.101042 0.103223 0.0995192 0.0454636 0.0834285 0.102366 0.0778673 0.171011 0.337142 0.169832 0 0.0161838 0 0 0.228901 0 0 0.226381 0 0 0.294454 0 
0.257838 0 0 0.181533 0 0 0.15455 0 0 0.324199 0 0 0.155728 0 0 0.0205157 0 0 0.393437 0.206191 0.19451 0.272707 0.192249 0.151155 0.18514 0.0404754 0.0289166 0.212001 0.213181 0.175217 0.209669 0.169882 0.114209 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.142933 0.261485 0.141928 0.168418 0.230191 0.142968 0.0827082 0.18194 0.0644398 0.0921311 0.244092 0.0865699 0.0815781 0.098028 0.0211203 0 0.154126 0 0 0.287313 0 0 0.155333 0 0 0.114604 0 0 0.178914 0 
0.122722 0 0 0.282931 0 0 0.255423 0 0 0.14425 0 0 0.206336 0 0 0.122273 0 0 0.0255515 0 0 0.187488 0.186926 0.172109 0.192121 0.128445 0.128445 0.335767 0.240779 0.240779 0.196552 0.28196 0.191864 0.272994 0.202765 0.202765 0.240799 0.220027 0.220027 0.239802 0.19327 0.190284 0.356024 0.27107 0.268084 0.260347 0.320967 0.260347 0.150774 0.17674 0.129714 0.295418 0.300995 0.283417 0.313705 0.332354 0.313705 0.239592 0.245807 0.239592 0.154237 0.16467 0.146433 0.223668 0.270008 0.223013 0.349281 0.223088 0.223088 0.190462 0.183715 0.158979 0.186749 0.234061 0.186749 0.20059 0.246682 0.188405 0 0.0797219 0 0 0.164364 0 0 0.223098 0 0 0.144329 0 0 0.203588 0 0 0.131365 0 
0.242531 0 0 0.160977 0 0 0.326519 0 0 0.131143 0 0 0.156762 0 0 0.24961 0 0 0.171547 0 0 0.55535 0.521763 0.521763 0.259802 0.15574 0.134749 0.220477 0.203336 0.203336 0.358782 0.293889 0.293889 0.419255 0.187077 0.187077 0.205827 0.159052 0.159052 0.464124 0.395496 0.395496 0.30632 0.305091 0.2796 0.353313 0.353313 0.353313 0.282993 0.304496 0.282993 0.188888 0.102906 0.102194 0.208601 0.19408 0.19158 0.249248 0.286007 0.232935 0.329591 0.213485 0.194339 0.246285 0.302406 0.244086 0.181147 0.305252 0.181147 0.254575 0.282513 0.231026 0.280793 0.220672 0.20482 0.338583 0.388139 0.308198 0 0.0807927 0 0 0.193113 0 0 0.247275 0 0 0.119907 0 0 0.117055 0 0 0.208844 0 
0.301868 0 0 0.252291 0 0 0.20569 0 0 0.249974 0 0 0.218934 0 0 0.15285 0 0 0.192394 0 0 0.199834 0.110297 0.0748824 0.267741 0.252795 0.247506 0.365065 0.278212 0.278212 0.277872 0.221089 0.209686 0.303153 0.260007 0.258642 0.288352 0.294756 0.230498 0.222023 0.180982 0.169794 0.331865 0.289178 0.271625 0.409325 0.203344 0.13778 0.343271 0.32474 0.26144 0.210519 0.180864 0.126175 0.12672 0.227251 0.112012 0.154905 0.277608 0.0945127 0.183738 0.215154 0.0956812 0.172759 0.25163 0.169918 0.176852 0.0464336 0.044772 0.181487 0.208484 0.159426 0.19699 0.309664 0.128552 0.133351 0.334857 0.133351 0 0.270393 0 0 0.2612 0 0 0.287556 0 0 0.199122 0 0 0.160056 0 0 0.426105 0 
0.152906 0 0 0.224399 0 0 0.121683 0 0 0.197118 0 0 0.0666856 0 0 0.283926 0 0 0.142127 0 0 0.166374 0.109443 0.0785409 0.247112 0.233805 0.191793 0.11185 0.0793748 0.0381455 0.352076 0.276088 0.235351 0.366371 0.295602 0.278748 0.310685 0.378858 0.310515 0.240029 0.201355 0.143098 0.316239 0.289565 0.25484 0.152039 0.100258 0.0278861 0.291031 0.259179 0.230109 0.167802 0.170211 0.15014 0.0437959 0.146899 0.0156202 0.283191 0.258916 0.211084 0.264893 0.374638 0.250046 0.223411 0.189244 0.124146 0.152275 0.284488 0.120009 0.370946 0.451488 0.370946 0.229772 0.383508 0.227843 0.0683029 0.288787 0.0670199 0 0.224709 0 0 0.130019 0 0 0.291504 0 0 0.26688 0 0 0.146154 0 0 0.162244 0 
