0 0 0 0.261419 0 0 0.106723 0.0312757 0.0312757 0.0129468 0.165721 0.0129468 0.231091 0.231091 0.231091 0.0213471 0.107746 0.0213471 0.14351 0.100621 0 0.186344 0.295104 0.186344 0.101751 0.184975 0 0.194229 0.181906 0.181906 0.351532 0.249781 0.249781 0.031174 0.186799 0.031174 0 0.421014 0 0 0.170339 0 0 0.0884135 0 0.029768 0.100082 0.029768 
0.111871 0 0 0.1249 0 0 0.425458 0 0 0.0458833 0.0116114 0.0116114 0.157335 0.266094 0.157335 0.338015 0 0 0.3268 0.093484 0.093484 0.00156121 0.0706858 0 0.0338172 0.347957 0.0338172 0.00356924 0.159194 0.00356924 0.167264 0.481404 0.167264 0.370567 0.370567 0.370567 0.029768 0.0485322 0.029768 0.272894 0.272894 0.272894 0.201986 0.201986 0.201986 0 0.167322 0 
0.105758 0 0 0.17591 0 0 0 0 0 0.00604085 0 0 0.356439 0.0735395 0 1 1 1 1 1 1 1 1 1 1.00019 1.00019 1.00019 1.38361 1.38361 1.38361 1.38361 1.38361 1.38361 1.03246 1 1 0.0542361 0.233626 0.0542361 0.323036 0.0914062 0.0914062 0.0914062 0.0914062 0.0914062 0 0.0206235 0 
0.0521654 0 0 0.427662 0 0 0.0149128 0 0 0.0760774 0 0 0.365656 0.365656 0.365656 0.638189 0.638189 0.638189 0.357672 0.311738 0.311738 0.0401698 0.0401698 0.0401698 0.0831555 0.0506974 0.0506974 0.31253 0.31253 0.31253 0.257652 0.404471 0.257652 0.0542361 0.240499 0.0542361 0 0.0576981 0 0.0713889 0.0713889 0.0713889 0.0713889 0.142998 0.0713889 0.0189719 0.13069 0.0189719 
0 0 0 0.105758 0 0 0.0496366 0 0 0.0532221 0 0 0.146124 0.146124 0.146124 0.0188949 0.161117 0.0188949 0.199195 0.163729 0.163729 0.355232 0.355232 0.355232 0.530424 0.530424 0.530424 0.817711 0.817711 0.817711 0.903011 0.903011 0.903011 0.519193 0.519193 0.519193 0.355698 0.275906 0.275906 0.0797925 0 0 0.257351 0.265541 0 0.257351 0.00937204 0 
0.0372004 0 0 0.427662 0 0 0.211388 0 0 0.0780858 0 0 0.354286 0.146915 0.146915 0.0578529 0.0189719 0.0189719 0.0266499 0.138854 0.0266499 0.0664725 0.0266499 0.0266499 0.378333 0.378333 0.378333 0.366477 0.405797 0.366477 0.471189 0.436624 0.436624 0.218967 0 0 0.167271 0.164212 0.164212 0.0678708 0.133932 0.0678708 0.36466 0.466078 0.36466 0.36466 0.476378 0.36466 
0.254945 0 0 0.228462 0 0 0.244101 0 0 0.270764 0 0 0.407114 0.0944329 0.0944329 0.417857 0.105176 0.105176 0.140358 0.140358 0.140358 0 0.0290657 0 0.29727 0.29727 0.29727 0.282194 0.282194 0.282194 0.200878 0.200878 0.200878 0.0524045 0.0524045 0.0524045 0 0.000115249 0 0 0.032032 0 0 0.181826 0 0 0.181826 0 
0.127817 0 0 0.127817 0 0 0.342898 0 0 0.4561 0 0 0.184402 0 0 0.0332487 0.0332487 0.0332487 0.464672 0.464672 0.464672 0.00170121 0 0 0.0249672 0.0249672 0.0249672 0.469221 0.469221 0.469221 0.469221 0.469221 0.469221 0 0.000115249 0 0 0.163861 0 0 0 0 0 0.138056 0 0 0.143948 0 
0.0813353 0 0 0.0634472 0 0 0.47517 0 0 0.277581 0 0 0.243168 0 0 0.306507 0 0 0.00724116 0.00724116 0.00724116 0.11606 0.11606 0.11606 0.241894 0.241894 0.241894 0.178486 0.443686 0.178486 0.465467 0.465467 0.465467 0.0861731 0.2652 0 0.354515 0.175805 0.175805 0 0.249144 0 0 0.109536 0 0 0 0 
0.38688 0 0 0.281468 0 0 0.321194 0 0 0.468762 0 0 0.109429 0.322644 0.109429 0.0084691 0.221684 0.0084691 0.0797748 0.00750742 0.00750742 0.085012 0.0127447 0.0127447 0.212226 0.212226 0.212226 0.339825 0.672759 0.339825 0.0676459 0.0676459 0.0676459 0 0.494567 0 0.137884 0.0306636 0.0306636 0 0.0405726 0 0 0.215378 0 0 0.103623 0 
0.137496 0 0 0.388638 0 0 0.359691 0 0 0.062936 0 0 0.186396 0.186396 0.186396 0.224507 0.0901188 0 0.250883 0.250883 0.250883 0.19015 0.351783 0.19015 0.493474 0.454449 0.454449 0.202871 0.0345944 0.0345944 0.0379406 0.0379406 0.0379406 0.529778 0.247708 0.247708 0.0810065 0.334943 0.0810065 0 0.440178 0 0 0.284302 0 0 0.284302 0 
0.214487 0 0 0.217385 0 0 0.2173 0 0 0.0634977 0 0 0.11435 0.11435 0.11435 0.202942 0.202942 0.202942 0.36815 0.36815 0.36815 0.481115 0.454449 0.454449 0.0942887 0.0942887 0.0942887 0.0420115 0.146257 0.0420115 0.229703 0.333949 0.229703 0.0381149 0.142361 0.0381149 0.136054 0.136054 0.136054 0 0.01162 0 0 0 0 0 0 0 
