0.323327 0 0 0.209566 0.202895 0.202895 0.31862 0.311949 0.311949 0.106145 0.0176795 0 0.209566 0.202895 0.202895 0.0891824 0.0176795 0 0.30904 0.202895 0.202895 0.209612 0.202895 0.202895 0.00671692 0.0176795 0 0.202895 0.301166 0.202895 0.106145 0.0176795 0 0.0891824 0.0176795 0 0.106145 0.0176795 0 0.0891824 0.0176795 0 0 0.242003 0 0.106145 0.0176795 0 
0.111597 0 0 0.0615545 0 0 0.30904 0.202895 0.202895 0.292077 0.202895 0.202895 0.292077 0.202895 0.202895 0.00671692 0 0 0.292077 0.202895 0.202895 0.202895 0.301166 0.202895 0.0891824 0.0802521 0 0.202895 0.427218 0.202895 0.0891824 0.0176795 0 0 0.242003 0 0.106145 0.177701 0 0.0891824 0 0 0 0.184217 0 0 0 0 
0.116682 0 0 0.15431 0 0 0 0 0 0.14074 0.0345951 0.0345951 0.0105804 0.0105804 0.0105804 0.0844471 0.0213533 0 0.116726 0.0105804 0.0105804 0.0891824 0.0213533 0 0.116726 0.0105804 0.0105804 0.00671692 0.0213533 0 0.116726 0.0105804 0.0105804 0 0.245677 0 0 0.227022 0 0 0.245677 0 0 0 0 0 0.095768 0 
0.41262 0 0 0.199244 0 0 0.41262 0 0 0 0 0 0.0891916 0.0825206 0.0825206 0.0412661 0.0345951 0.0345951 0.0172513 0.0105804 0.0105804 0.00667099 0.224324 0 0.0172513 0.0105804 0.0105804 0.0891824 0.0213533 0 0.00399341 0.224324 0 0.0891824 0.00269799 0 0.134104 0.155458 0.134104 0 0 0 0 0.095768 0 0 0.158943 0 
0.41262 0 0 0.315191 0 0 0.135613 0 0 0.289923 0 0 0 0 0 0.0120757 0.0120757 0.0120757 0.118221 0.0120757 0.0120757 0.118221 0.0120757 0.0120757 0.118221 0.0120757 0.0120757 0.30904 0.202895 0.202895 0.209612 0.202895 0.202895 0.110718 0.288419 0.110718 0 0 0 0 0.0619127 0 0 0.115214 0 0 0.193349 0 
0.127263 0 0 0.0636316 0 0 0.132527 0 0 0.343271 0 0 0.277007 0 0 0 0 0 0.093101 0.093101 0.093101 1 1 1 1 1 1 1 1 1 0.0325578 0.0352558 0.0325578 0 0.315425 0 0 0.516369 0 0 0.191536 0 0 0.714852 0 0 0.254711 0 
0.144027 0 0 0.18109 0 0 0.358544 0 0 0.262813 0 0 0.358544 0 0 0.101437 0 0 0.172527 0.184963 0.172527 0.0182249 0.000960992 0.000960992 0.165176 0.177612 0.165176 0.244554 0.25699 0.244554 0 0.312142 0 0 0.629419 0 0 0.538914 0 0 0.313994 0 0 0.472937 0 0 0.313994 0 
0.135613 0 0 0.41262 0 0 0.315191 0 0 0.41262 0 0 0.176692 0 0 0.31689 0 0 0.268038 0.146853 0.146853 0.131724 0.000843679 0.000843679 0.184443 0.184443 0.184443 0.244554 0.246219 0.244554 0.0600965 0.0617616 0.0600965 0 0.489623 0 0 0.532116 0 0 0.426474 0 0 0.684354 0 0 0.479913 0 
0 0 0 0.320355 0 0 0.320355 0 0 0.274205 0 0 0.274205 0 0 0.364383 0.257377 0.257377 0.364383 0.257377 0.257377 0.311908 0 0 0.320355 0 0 0.301303 0.134104 0.134104 0.301303 0.134104 0.134104 0.391481 0.391481 0.391481 0.391481 0.391481 0.391481 0.391077 0.391077 0.391077 0.391077 0.391077 0.391077 0.195553 0.195553 0.195553 
0.1464 0 0 0 0 0 0.298311 0 0 0.470394 0.257045 0.257045 0.424244 0.257045 0.257045 0.00916854 0.115527 0 0.298311 0 0 0.176626 0.115527 0 0.236143 0.0689439 0.0689439 0.424244 0.257045 0.257045 0.514421 0.514421 0.514421 0.176626 0.115527 0 0.325916 0.325916 0.325916 0.223691 0.339218 0.223691 0 0.220765 0 0 0.276426 0 
